,start,end,text,words,speaker
10,158.038,160.319,I've loved it since I was a small boy.,"[{'word': ""I've"", 'start': 158.038, 'end': 158.178, 'score': 0.776, 'speaker': 'SPEAKER_01'}, {'word': 'loved', 'start': 158.218, 'end': 158.438, 'score': 0.826, 'speaker': 'SPEAKER_01'}, {'word': 'it', 'start': 158.478, 'end': 158.538, 'score': 0.752, 'speaker': 'SPEAKER_01'}, {'word': 'since', 'start': 158.598, 'end': 158.818, 'score': 0.748, 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': 158.878, 'end': 158.938, 'score': 0.72, 'speaker': 'SPEAKER_01'}, {'word': 'was', 'start': 158.978, 'end': 159.118, 'score': 0.617, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 159.178, 'end': 159.218, 'score': 0.502, 'speaker': 'SPEAKER_01'}, {'word': 'small', 'start': 159.398, 'end': 159.799, 'score': 0.867, 'speaker': 'SPEAKER_01'}, {'word': 'boy.', 'start': 159.979, 'end': 160.319, 'score': 0.495, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
11,161.019,162.84,But I never actually thought I'd own one.,"[{'word': 'But', 'start': 161.019, 'end': 161.119, 'score': 0.773, 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': 161.139, 'end': 161.219, 'score': 0.358, 'speaker': 'SPEAKER_01'}, {'word': 'never', 'start': 161.239, 'end': 161.399, 'score': 0.883, 'speaker': 'SPEAKER_01'}, {'word': 'actually', 'start': 161.459, 'end': 161.7, 'score': 0.934, 'speaker': 'SPEAKER_01'}, {'word': 'thought', 'start': 161.74, 'end': 161.98, 'score': 0.801, 'speaker': 'SPEAKER_01'}, {'word': ""I'd"", 'start': 162.1, 'end': 162.26, 'score': 0.816, 'speaker': 'SPEAKER_01'}, {'word': 'own', 'start': 162.44, 'end': 162.62, 'score': 0.751, 'speaker': 'SPEAKER_01'}, {'word': 'one.', 'start': 162.74, 'end': 162.84, 'score': 0.717, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
12,162.9,165.862,"To be honest, I didn't think I was allowed to own one.","[{'word': 'To', 'start': 162.9, 'end': 162.98, 'score': 0.905, 'speaker': 'SPEAKER_01'}, {'word': 'be', 'start': 163.0, 'end': 163.08, 'score': 0.702, 'speaker': 'SPEAKER_01'}, {'word': 'honest,', 'start': 163.12, 'end': 163.48, 'score': 0.885, 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': 163.901, 'end': 163.981, 'score': 0.764, 'speaker': 'SPEAKER_01'}, {'word': ""didn't"", 'start': 164.001, 'end': 164.201, 'score': 0.882, 'speaker': 'SPEAKER_01'}, {'word': 'think', 'start': 164.241, 'end': 164.401, 'score': 0.804, 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': 164.481, 'end': 164.541, 'score': 0.882, 'speaker': 'SPEAKER_01'}, {'word': 'was', 'start': 164.581, 'end': 164.701, 'score': 0.677, 'speaker': 'SPEAKER_01'}, {'word': 'allowed', 'start': 164.781, 'end': 165.221, 'score': 0.898, 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': 165.341, 'end': 165.461, 'score': 0.651, 'speaker': 'SPEAKER_01'}, {'word': 'own', 'start': 165.541, 'end': 165.682, 'score': 0.781, 'speaker': 'SPEAKER_01'}, {'word': 'one.', 'start': 165.762, 'end': 165.862, 'score': 0.83, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
13,166.222,169.263,Only people like David Niven could own a Stag.,"[{'word': 'Only', 'start': 166.222, 'end': 166.402, 'score': 0.77, 'speaker': 'SPEAKER_01'}, {'word': 'people', 'start': 166.462, 'end': 166.682, 'score': 0.877, 'speaker': 'SPEAKER_01'}, {'word': 'like', 'start': 166.722, 'end': 166.902, 'score': 0.879, 'speaker': 'SPEAKER_01'}, {'word': 'David', 'start': 167.082, 'end': 167.482, 'score': 0.907, 'speaker': 'SPEAKER_01'}, {'word': 'Niven', 'start': 167.603, 'end': 167.943, 'score': 0.854, 'speaker': 'SPEAKER_01'}, {'word': 'could', 'start': 168.023, 'end': 168.163, 'score': 0.99, 'speaker': 'SPEAKER_01'}, {'word': 'own', 'start': 168.223, 'end': 168.363, 'score': 0.801, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 168.383, 'end': 168.443, 'score': 0.33, 'speaker': 'SPEAKER_01'}, {'word': 'Stag.', 'start': 168.643, 'end': 169.263, 'score': 0.752, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
14,169.844,173.906,"I'd never even driven one, in accordance with the rule that you should never meet your hero.","[{'word': ""I'd"", 'start': 169.844, 'end': 169.964, 'score': 0.668, 'speaker': 'SPEAKER_01'}, {'word': 'never', 'start': 170.004, 'end': 170.204, 'score': 0.738, 'speaker': 'SPEAKER_01'}, {'word': 'even', 'start': 170.284, 'end': 170.464, 'score': 0.794, 'speaker': 'SPEAKER_01'}, {'word': 'driven', 'start': 170.544, 'end': 170.824, 'score': 0.906, 'speaker': 'SPEAKER_01'}, {'word': 'one,', 'start': 170.924, 'end': 171.024, 'score': 0.815, 'speaker': 'SPEAKER_01'}, {'word': 'in', 'start': 171.124, 'end': 171.184, 'score': 0.992, 'speaker': 'SPEAKER_01'}, {'word': 'accordance', 'start': 171.244, 'end': 171.664, 'score': 0.879, 'speaker': 'SPEAKER_01'}, {'word': 'with', 'start': 171.705, 'end': 171.805, 'score': 0.876, 'speaker': 'SPEAKER_01'}, {'word': 'the', 'start': 171.845, 'end': 171.925, 'score': 0.832, 'speaker': 'SPEAKER_01'}, {'word': 'rule', 'start': 171.945, 'end': 172.125, 'score': 0.756, 'speaker': 'SPEAKER_01'}, {'word': 'that', 'start': 172.145, 'end': 172.265, 'score': 0.851, 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': 172.305, 'end': 172.405, 'score': 0.726, 'speaker': 'SPEAKER_01'}, {'word': 'should', 'start': 172.425, 'end': 172.625, 'score': 0.761, 'speaker': 'SPEAKER_01'}, {'word': 'never', 'start': 172.705, 'end': 172.985, 'score': 0.788, 'speaker': 'SPEAKER_01'}, {'word': 'meet', 'start': 173.085, 'end': 173.305, 'score': 0.783, 'speaker': 'SPEAKER_01'}, {'word': 'your', 'start': 173.345, 'end': 173.485, 'score': 0.873, 'speaker': 'SPEAKER_01'}, {'word': 'hero.', 'start': 173.545, 'end': 173.906, 'score': 0.767, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
15,174.366,178.928,"But now I have, I'm delighted to say, it's absolutely lovely.","[{'word': 'But', 'start': 174.366, 'end': 174.486, 'score': 0.854, 'speaker': 'SPEAKER_01'}, {'word': 'now', 'start': 174.546, 'end': 174.706, 'score': 0.669, 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': 174.786, 'end': 174.866, 'score': 0.738, 'speaker': 'SPEAKER_01'}, {'word': 'have,', 'start': 174.906, 'end': 175.246, 'score': 0.646, 'speaker': 'SPEAKER_01'}, {'word': ""I'm"", 'start': 175.266, 'end': 175.887, 'score': 0.824, 'speaker': 'SPEAKER_01'}, {'word': 'delighted', 'start': 175.907, 'end': 176.307, 'score': 0.872, 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': 176.347, 'end': 176.447, 'score': 0.74, 'speaker': 'SPEAKER_01'}, {'word': 'say,', 'start': 176.487, 'end': 176.787, 'score': 0.737, 'speaker': 'SPEAKER_01'}, {'word': ""it's"", 'start': 177.487, 'end': 177.607, 'score': 0.795, 'speaker': 'SPEAKER_01'}, {'word': 'absolutely', 'start': 177.767, 'end': 178.408, 'score': 0.754, 'speaker': 'SPEAKER_01'}, {'word': 'lovely.', 'start': 178.528, 'end': 178.928, 'score': 0.733, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
16,178.948,182.17,"Oh, yeah.","[{'word': 'Oh,', 'start': 178.948, 'end': 178.988, 'score': 0.0, 'speaker': 'SPEAKER_01'}, {'word': 'yeah.', 'start': 182.01, 'end': 182.17, 'score': 0.251, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
17,183.306,187.81," At this point, Lewis Collins arrived.","[{'word': 'At', 'start': 183.306, 'end': 183.386, 'score': 0.822, 'speaker': 'SPEAKER_01'}, {'word': 'this', 'start': 183.426, 'end': 183.606, 'score': 0.75, 'speaker': 'SPEAKER_01'}, {'word': 'point,', 'start': 183.666, 'end': 183.947, 'score': 0.828, 'speaker': 'SPEAKER_01'}, {'word': 'Lewis', 'start': 183.967, 'end': 184.067, 'score': 0.014, 'speaker': 'SPEAKER_01'}, {'word': 'Collins', 'start': 184.667, 'end': 185.148, 'score': 0.852, 'speaker': 'SPEAKER_01'}, {'word': 'arrived.', 'start': 185.928, 'end': 187.81, 'score': 0.628, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
18,187.91,190.953,"Oh, yeah.","[{'word': 'Oh,', 'start': 187.91, 'end': 188.651, 'score': 0.812, 'speaker': 'SPEAKER_01'}, {'word': 'yeah.', 'start': 188.791, 'end': 190.953, 'score': 0.756, 'speaker': 'SPEAKER_03'}]",SPEAKER_01
19,192.974,193.735,Yep.,"[{'word': 'Yep.', 'start': 192.974, 'end': 193.735, 'score': 0.733, 'speaker': 'SPEAKER_03'}]",SPEAKER_03
20,194.536,198.579,I am now the proud owner of a three-litre Mark I Ford Capri.,"[{'word': 'I', 'start': 194.536, 'end': 194.616, 'score': 0.796, 'speaker': 'SPEAKER_03'}, {'word': 'am', 'start': 194.676, 'end': 194.776, 'score': 0.85, 'speaker': 'SPEAKER_03'}, {'word': 'now', 'start': 194.816, 'end': 194.956, 'score': 0.905, 'speaker': 'SPEAKER_03'}, {'word': 'the', 'start': 194.976, 'end': 195.036, 'score': 0.923, 'speaker': 'SPEAKER_03'}, {'word': 'proud', 'start': 195.096, 'end': 195.357, 'score': 0.914, 'speaker': 'SPEAKER_03'}, {'word': 'owner', 'start': 195.417, 'end': 195.637, 'score': 0.96, 'speaker': 'SPEAKER_03'}, {'word': 'of', 'start': 196.277, 'end': 196.377, 'score': 0.921, 'speaker': 'SPEAKER_03'}, {'word': 'a', 'start': 196.678, 'end': 196.738, 'score': 0.771, 'speaker': 'SPEAKER_03'}, {'word': 'three-litre', 'start': 196.778, 'end': 197.278, 'score': 0.68, 'speaker': 'SPEAKER_03'}, {'word': 'Mark', 'start': 197.338, 'end': 197.558, 'score': 0.961, 'speaker': 'SPEAKER_03'}, {'word': 'I', 'start': 197.659, 'end': 197.819, 'score': 0.546, 'speaker': 'SPEAKER_03'}, {'word': 'Ford', 'start': 197.859, 'end': 198.099, 'score': 0.883, 'speaker': 'SPEAKER_03'}, {'word': 'Capri.', 'start': 198.119, 'end': 198.579, 'score': 0.885, 'speaker': 'SPEAKER_01'}]",SPEAKER_03
21,198.599,200.901,Is it a GT?,"[{'word': 'Is', 'start': 198.599, 'end': 200.201, 'score': 0.869, 'speaker': 'SPEAKER_01'}, {'word': 'it', 'start': 200.261, 'end': 200.301, 'score': 0.094, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 200.321, 'end': 200.381, 'score': 0.555, 'speaker': 'SPEAKER_01'}, {'word': 'GT?', 'start': 200.421, 'end': 200.901, 'score': 0.859, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
22,201.102,202.002,"No, GXL.","[{'word': 'No,', 'start': 201.102, 'end': 201.302, 'score': 0.947, 'speaker': 'SPEAKER_01'}, {'word': 'GXL.', 'start': 201.462, 'end': 202.002, 'score': 0.833, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
23,202.803,203.784,Why didn't you get a GT?,"[{'word': 'Why', 'start': 202.803, 'end': 202.903, 'score': 0.746, 'speaker': 'SPEAKER_01'}, {'word': ""didn't"", 'start': 202.923, 'end': 203.043, 'score': 0.113, 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': 203.063, 'end': 203.123, 'score': 0.452, 'speaker': 'SPEAKER_01'}, {'word': 'get', 'start': 203.143, 'end': 203.223, 'score': 0.25, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 203.263, 'end': 203.283, 'score': 0.975, 'speaker': 'SPEAKER_01'}, {'word': 'GT?', 'start': 203.343, 'end': 203.784, 'score': 0.903, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
24,203.804,204.765,Because this is better.,"[{'word': 'Because', 'start': 203.804, 'end': 204.184, 'score': 0.757, 'speaker': 'SPEAKER_01'}, {'word': 'this', 'start': 204.204, 'end': 204.284, 'score': 0.304, 'speaker': 'SPEAKER_01'}, {'word': 'is', 'start': 204.324, 'end': 204.384, 'score': 0.397, 'speaker': 'SPEAKER_01'}, {'word': 'better.', 'start': 204.444, 'end': 204.765, 'score': 0.904, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
25,205.465,206.006,Not really.,"[{'word': 'Not', 'start': 205.465, 'end': 205.585, 'score': 0.528, 'speaker': 'SPEAKER_01'}, {'word': 'really.', 'start': 205.645, 'end': 206.006, 'score': 0.93, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
26,206.907,210.45,"Before I had a chance to argue, Clarkson arrived.","[{'word': 'Before', 'start': 206.907, 'end': 207.287, 'score': 0.938, 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': 207.347, 'end': 207.407, 'score': 0.925, 'speaker': 'SPEAKER_01'}, {'word': 'had', 'start': 207.447, 'end': 207.607, 'score': 0.738, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 207.647, 'end': 207.687, 'score': 0.494, 'speaker': 'SPEAKER_01'}, {'word': 'chance', 'start': 207.767, 'end': 208.148, 'score': 0.891, 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': 208.208, 'end': 208.328, 'score': 0.849, 'speaker': 'SPEAKER_01'}, {'word': 'argue,', 'start': 208.468, 'end': 208.788, 'score': 0.872, 'speaker': 'SPEAKER_01'}, {'word': 'Clarkson', 'start': 209.449, 'end': 209.989, 'score': 0.735, 'speaker': 'SPEAKER_01'}, {'word': 'arrived.', 'start': 210.049, 'end': 210.45, 'score': 0.846, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
