start	end	text
273797	275319	So, inside...
276696	283382	I have replaced the leather seats, which get hot, with cloth seats and a sort of Alcantara racing steering wheel.
284303	293532	And, if you look down there, I've removed the glove box and replaced it with... Is that a fridge?
293572	293812	Yes.
294633	295573	For my cold beverages.
296428	298009	from a zesty drink fridge.
298349	299409	It is actually quite good.
299510	300930	Does any of that make you more reliable?
301030	302311	No, but I'll be more comfortable.
302331	304592	You will have a cold drink whilst you wait at the side of the road.
304612	306733	Yeah, it makes the many breakdowns more bearable.
306853	307754	No, it's pretty.
307874	309655	It is absolutely breathtaking.
309675	310275	Beautiful.
311616	313677	I've modified my Capri II before shipping it out.
313717	314017	Have you?
314257	317819	I have, as you can see, painted the bonnet black because... Look at it.
318719	319259	It's beautiful.
319660	320320	Is it a GT?
320500	321400	No, GXL.
322401	323261	Why didn't you get a GT?
323281	324202	Because this is better.
325300	325620	It isn't.
325881	326781	Well, it is.
327002	330965	It's like a GT, which is good, but with more, which is better.
333207	333427	What?
333947	338551	I remembered that from the GXL, because they put the wood look dashboard in it.
338611	339132	Correct.
339152	341053	I think we've discussed this in the past.
341114	342355	The GT is for sport.
342375	343736	The GXL is for meetings.
343936	344516	This is exactly right.
344536	346618	You need to understand your Ford badge hierarchy.
346638	350581	My dad had a GXL Cortina because he was a managing director.
350602	352203	My dad had a GXL Cortina.
352383	357805	Both of your dad's powerful, influential men who picked from the very top of the tree.
357925	361487	And you know how it's almost become a running joke?
361527	364748	My stereo has never worked on any one of these trips we've done.
364788	366048	Well, this time, it does.
370130	370470	Bear with.
370830	371510	Wait for the lyrics.
372611	373751	Used to be a DJ out in Deans.
374111	374572	Here they come.
375312	376532	Yes.
378473	379734	Not one for a Capri.
379914	380214	Voila.
383234	385256	I've got everything I need, which it has because it's a GXL.
385276	387599	I do like a Capri.
387779	388419	You've got to like it.
388459	389500	It's the law.
389761	390802	Everybody likes a Capri.
391322	393044	Modifications, James, do you stare?
393344	393565	None.
394766	395547	None whatsoever.
395627	397469	Wait a minute.
398169	400011	You're not telling me it's still got the original engine?
400452	400852	It has.
401173	403074	Mr Clarkson raises a good point there.
404201	412167	It's not every single stag, but most stags, I would guess, have had the original engine taken out and the Rover V8 put in.
412487	412727	Yes.
412827	413728	Which is more reliable.
414068	414249	Yeah.
414629	422915	The original Triumph Stag V8 is incredible because it's found so many ways of overheating and destroying itself, because it's not just one.
423636	427158	Casting sand left in the blocks fills the galleyways and then, bang, overheats.
427679	430861	They overboard it, they bored it out, which made all the waterways smaller.
431381	433142	So it overheats and goes black.
433363	440967	The clever thing is, two banks of cylinders, V8, they only put a temperature sender on one bank, so at least you don't know when it's overheated.
441147	449533	So if the other bank overheated, the first you'd know of it was the bank... If you're on an aeroplane, being piloted directly at some mountains, do you want to know?
450173	450994	Actually, probably not.
451054	451914	Why would you want to know?
452174	455196	You're having your gin and tonic, watching a movie, having a nice time.
455677	455937	Nothing.
456803	461728	I don't want to raise... I don't want to raise that submarine, because that's sick, but they didn't know.
461908	463329	Hey, this is the last break of refugee.
463649	464891	We don't give a f*** anymore.
465431	470075	How much solace did we take from the fact that they didn't know it was... Oh, we're having a nice time under the sea... Bam!
470276	470876	Yeah, exactly.
471437	471917	You couldn't write.
472638	477703	Call us by all means to complain, but you'll get a recorded message saying, we are not interested in your call.
477883	479004	Or simply dial 0800-BUGGER-OFF.
480367	481388	We're not here anymore.
481408	482368	We're not even there.
483809	484929	We can say whatever we want.
485409	486610	How do you open the bonnet on this?
487130	488131	Around this side.
488151	490352	Get the wear on that handle.
490412	493473	It's worn the badge off with the picture of a bonnet opening.
493513	494194	Pull it from the middle.
494934	496895	Shit, it is the original Triumph engine.
496915	497796	That's a rarity.
497816	501718	All right, ladies and gentlemen, come and have a look, because it's the last time you're going to see that.
501978	504179	Original, but still shit.
504199	505319	Oh, what?
506260	506540	Text.
508727	509533	Oh, it's Mr. Wilman.
510138	510238	Oh.
510581	510883	Oh, Lord.
516986	520809	Now that you've charged your electric cars, you will report to South MIMS Services.
527353	532156	It doesn't matter anyway, because we've already worked out a challenge on our own.
532877	542023	We are currently on the far eastern side of Zimbabwe, and we're going to travel 1,200 miles to the far western side.
543263	543844	And that's it.
545229	545689	That's it!
546070	547631	Just one thing still concerns me.
547911	549232	Mountains?
549592	549992	All that?
550292	560699	Well, I'm not worried, because this, let's not forget, this spawned the 037 Lancia, which was the last two-wheel-drive car to win the World Rally Championship, beating the Alicantro.
560719	562580	There wasn't a lot of that in it, was there?
563141	572127	Well... What they actually did was they said, we can make this the basis of a fantastic rally car with a few modifications, and they cut the badge off there, and then everything from there backwards was new.
574727	583592	With no further ado, we've fired up our 50-year-old sports cars and set off to cross the rugged heart of Africa.
583612	589995	So, for the last time... Here we go.
604770	608052	I work all my life without will to win you.
608472	610974	I stand naked, stoned, and stabbed.
610994	619940	I call that a bargain, the best I ever had.
628291	632673	This is the perfect car for me to take on this trip.
633133	636334	My first car was nearly a Capri.
637555	638995	It was advertised in the local paper.
639035	643777	I kept the picture of it next to the till in the petrol station where I worked in Ripon.
644837	645598	I was just coming on 18.
645678	647418	It was going to be my first car.
647458	648779	My parents were buying it for me.
648839	652340	But when we inspected it, it turned out to have been stolen.
653061	654521	So I got an old 1976 Toyota Corolla instead.
657500	660023	For a trip like this, this car's perfect.
660123	663586	It's light, just a shade over a metric tonne.
664247	665468	Plenty of grunt and power.
666749	673016	Three-litre SXV6 up front, rear-wheel drive, brakes... That's it.
674198	675519	I love that the rev counter says 1,000, 2,000, 3,000.
675719	678762	It doesn't work, but if it did, you'd see it indicated in thousands.
678782	679322	That sounds better.
698314	703137	Back in the 80s, I never used to drive into central London on the M4 motorway.
703497	707279	I always used the old Great West Road instead.
707999	716624	Because on the Great West Road, there was a car dealership called the Checkered Flag, and sometimes, in the window, they'd have a Monte Carlo.
717864	723928	And if there was one, I'd pull over and stare at it for hours, dreaming.
725748	726529	And now I'm in one.
728117	728877	And it's mine.
730638	735780	Mine!
736040	740161	As for me, I had just one thing to say.
742422	743902	Triumph Stag.
749704	751945	Holy moly, look at that view!
759594	764417	I don't know what it is, but something is making me want a cup of tea.
773664	774424	What's that about?
774504	777526	Oh, you're joking.
778707	781589	Chaps, no other way to put this other than I'm breaking down.
782930	783410	I'm sorry?
784371	785872	Oh, this is exciting.
791118	796362	It's extraordinary because the Capri has the same number of moving parts as this bottle of water.
796382	800926	How can you possibly break down in a Capri?
802467	803428	Oh, I know what that is.
804829	805690	The engine's not working.
806030	807231	I think it's the engine as well.
807711	808512	And we're experts.
809033	810854	Mine was the first bonnet to go up.
811795	813216	What would we do in this situation?
813496	814097	Well, let's think.
814457	815458	What would we normally do?
816398	816479	Oh...
817188	817848	Lean on the car.
817969	818629	That's very hot.
818689	822131	Should we change the habit of a lifetime and help him?
822211	823492	Yes, for once.
823692	824573	I'm going to say no.
828755	829075	Bye.
830016	832057	Still a bastard after all these years.
838121	840222	Right.
840242	841082	15 miles, we've done.
842203	843404	And we're down to two men.
845125	845285	Oh!
846146	846586	One thing.
848266	852009	It's not just the Ford that has its own music.
853330	854331	This does as well.
855912	860116	Time, I think, to treat myself to a little bit of Struggle Jennings and Monte Carlo.
860196	860897	Here we go.
861997	872006	Some young souls on a lonely road Had no fathers to follow Monte Carlo
879828	884349	A few miles later, though, a new instrument joined in with the rhythm section.
884969	886650	And it wasn't very rhythmical.
886670	893211	There's fire there.
893291	893771	There's fire.
893791	903973	There's fire, there's fire.
903993	904253	Cows.
910578	911819	This is just shit.
913340	915602	There's a big puff of smoke coming from your car.
916523	918304	Oh, Christ almighty.
920066	920426	Yeah.
922507	923168	It's about fire.
926070	926771	It's the engine.
927251	927752	Yeah.
929093	929553	Yeah.
929893	936679	I'd love to help, but I don't know much about the Italian twin-cam engines, and mine is working perfectly.
940131	942333	If you break down, who's going to leave you behind?
942393	943694	Well, that's my biggest worry.
944695	946056	I'll have to leave myself behind.
946076	953562	Temperatures and pressures good.
958866	963910	Only one car is still going a full 32 miles into the journey.
965692	966332	Stag.
969051	974393	Several miles back, I'd managed to work out that the Capri's issue was the fuel pump.
975714	976834	Slight problem here.
977715	983877	I've never seen inside one of these when it is working to know how it should look and how it should compare with when it isn't.
992260	998463	Meanwhile, I'd deployed my genius and already worked out how to solve the Lancia's problem.
999875	1001956	This thing on the end was loose.
1002816	1015601	If I tighten that up, that'll spark properly and the misfire will go away and the unburnt fuel will stop getting into the exhaust pipe and catching fire and setting fire to my Lancia.
1022023	1022663	Ticking, Sam.
1022703	1023484	What's that ticking?
1034460	1038862	As I'm used to being electrocuted these days, I'll use my genius again.
1039582	1041283	Replace the HT leads.
1044044	1045485	Soon I was underway.
1049146	1050707	Oh, she purrs like a kitten.
1058931	1068476	I set off in pursuit of James, not sure which was more surprising, the quality of the road or the endlessly changing scenery.
1072338	1076100	These are pine trees in Africa.
1076140	1082303	You were literally on a tea plantation and now there are pine trees.
1084184	1087667	Someone beamed me here into there and said, where are you in the world?
1087707	1089008	He'd say, well, Scotland.
1093991	1098314	By the time I caught up with James... James May!
1098675	1104939	...he was in the foothills of the mountains, where the lovely road soon became a dirt track.
1106740	1108582	Well, I knew that was too good to last.
1110163	1111164	Dust, dust.
1114297	1114757	Argh!
1115778	1117658	My mouth is filling with dust.
1118318	1124200	But then I remembered that for the first time ever, we were in control of our destiny.
1127261	1127641	Stop.
1127741	1128542	Stop whenever we want.
1128582	1129562	Mr Wilman's not here.
1129702	1130042	Brilliant.
1131183	1133743	No point driving beyond... Well, it's four o'clock now.
1136144	1139225	A few miles later, we saw a sign to some lodgings.
1139865	1141026	Dropped Hammond a pin,
1142088	1143830	and decided to knock off for the day.
1143850	1148016	I don't imagine this'll be the best hotel in the world.
1148076	1158909	I mean, we're in the middle of Zimbabwe, in the middle of a forest, on top of a mountain, but, you know... Thankfully, I was wrong.
1160091	1160792	Very wrong.
1167856	1169338	It's even a perfect temperature, isn't it?
1171861	1173222	It's pretty special, isn't it?
1173382	1176065	You see those mountains there, the far ones, that's Mozambique.
1178568	1181311	There was always a reason why we couldn't come to Zimbabwe.
1182042	1185864	Well, those years we were at the BBC, we couldn't come here because the BBC was banned.
1186344	1186544	Yeah.
1187305	1193928	If you think about today, got up in a very agreeable place, drove on a very agreeable road... Yep.
1194248	1195889	..to a very agreeable hotel.
1196289	1198210	It's better than Mr Wilman's idea, isn't it?
1198790	1200531	Why have we listened to him all these years?
1200551	1201091	I don't know.
1201671	1206454	Although he will argue that without his presence, two of the cars went wrong within the first 25 miles.
1207634	1210856	That then got us nuttering about our car's stats.
1211878	1213418	I was quite surprised how much we paid.
1214979	1216639	You paid, James May, as I'm sure you know, £26,500.
1216679	1217299	I did.
1217319	1225061	Richard Hammond, for his GXL, the wrong Capri, £25,000.
1225721	1226101	Really?
1226121	1227601	£25,000 for a GXL.
1227841	1228842	For a knackered Capri.
1229162	1229802	Monte Carlo, £17,950.
1232302	1232742	Bargain.
1233282	1234203	That is a bargain.
1235163	1237843	Ours are 0-60 and give or take nine seconds.
1237883	1239224	Hammond's give or take eight seconds.
1239984	1240784	Well, not at the moment.
1241485	1241725	No.
1243226	1245666	Happily, I was now on the move.
1246047	1252049	But on the dirt road, I was starting to worry that the Capri hadn't been the wisest choice.
1253649	1258311	That was a bit groundy-outy.
1260291	1261892	With hindsight...
1263166	1272916	I should have gone for something with better ground clearance than a 1974 3-litre Ford Capri Mk1 GXL.
1274757	1277100	And that would include pretty much anything, as it turns out.
1277120	1280403	I think it's time for me to just clear the windscreen a bit.
1282805	1282945	Oh.
1284126	1284827	Oh, no, that... Oh.
1296463	1298344	I've just removed my exhaust.
1302707	1305229	There is literally nothing I can do about that right now.
1309633	1314296	Predictably, when I finally arrived, my colleagues were brimming with sympathy.
1316037	1317398	We stopped work at four o'clock.
1317819	1318139	Did you?
1318259	1318399	Yeah.
1318479	1320300	In the sunshine at four o'clock.
1320320	1321261	It was quite warm then.
1321441	1322382	We've had eight of these.
1323592	1324433	Can I have one of those?
1324553	1326534	They've just run out.
1326855	1328016	Have they?
1328056	1328856	Have they?
1329016	1329957	He's gone to the shops.
1329977	1347432	Unfortunately, they're 30 miles... After not having a beer, Hammond ruined the nocturnal African soundtrack by noisily sorting out his exhaust.
1357108	1363973	And the next morning, James ruined the dawn chorus by turning into Mrs Overall.
1368936	1369457	Morning.
1370117	1370498	Morning.
1371658	1379004	How empty does your mind have to be for you to think, I could look at the view and listen to the birdsong, but instead I'm going to vacuum my car.
1379024	1383527	I've been up for four hours, looked at the view and listened to the birdsong, and now I've made this thing of beauty more beautiful.
1383567	1384447	Oh, hang on, sorry.
1386109	1386549	Guess what?
1387921	1388942	Text from Mr Wilman.
1389582	1389762	Go on.
1389822	1392864	I've always crossed.
1393464	1394125	Has he rumbled us?
1394365	1394885	I think so.
1395165	1395526	Right.
1396166	1399948	I've just found out you've taken three classic cars to Zimbabwe.
1400989	1404911	And as it's fairly certain one of them will break down... What do you have?
1406232	1409794	I've asked my local contacts to send you a backup car.
1410535	1410855	Really?
1417148	1417589	Got to be.
1418209	1419451	Oh, yeah.
1420833	1421534	Oh, God.
1422154	1424718	Oh, shit.
1426280	1427181	This is awful.
1427561	1427761	Is it?
1427842	1429684	I haven't seen one for years, actually.
1429764	1430104	It is.
1430405	1431466	It's a vase.
1431927	1432908	Oh, I forgot about the vase.
1432928	1435611	You're supposed to put a little flower in it because you're a hippie.
1436462	1439563	Well, I tell you what, you know that little village just come five miles back?
1439803	1440043	Yeah.
1440504	1443705	Why don't I take this into the village and I'll sell it or give it away?
1443765	1444265	I'll get rid of it.
1444305	1445005	Yes, get rid.
1445025	1446486	Do you want something to put over your head?
1449767	1451448	It's the definition of hateful.
1453548	1457190	Just round the corner, though, things went terribly wrong.
1464229	1466512	Hammond, I am in a right old pickle here.
1466612	1467133	What's happened?
1468354	1471598	I've had the most extraordinary accident, OK?
1471638	1474682	I lost it and I've ended up here on this cliff edge.
1475763	1476023	Look.
1477064	1477445	Oh, yeah.
1478211	1478891	It gets worse.
1479691	1481792	A brick is now on the accelerator.
1481812	1483112	The engine's screaming away.
1483172	1489754	It's in gear, it's in first, and there's a brum handle holding the clutch pedal down because it's wedged against the seat.
1489874	1491135	Wait, so everything's okay?
1491295	1498977	Well, yes, except somehow, God knows where it came from, a bit of rope has attached itself at one end
1500526	1503689	to the brum handle and at the other end to that dog.
1504389	1504970	Jesus!
1505330	1514077	Now, at the moment, the situation is stable, but over there, as you can see, James May is opening a tin of dog food.
1515659	1521984	Now, if the dog sees that, we're in a world of trouble, and I just don't know what to do.
1522504	1523906	I can't think of a solution.
1526168	1526388	Wait.
1527369	1528309	Wait, wait, wait, wait, wait.
1528329	1528830	I've got a plan.
1532222	1532864	No, it won't work.
1534168	1535091	Have you got anything?
1536074	1536997	I've got nothing.
1537017	1539946	You don't notice change, do you?
1581124	1594392	Still coming, isn't it?
1594432	1596333	Still coming.
1597334	1602937	I think it's finished.
1604238	1605419	That was quite a big accident.
1605839	1606619	Well, look at it this way.
1607440	1609021	At least Mr Wilman now has his trailer.
1613110	1616551	We didn't need Mr Wilman's wretched backup car anyway.
1617932	1619772	Because we'd brought our own.
1621353	1626694	And here it is, a Rover SD1 Vandem Plus EFI.
1626714	1629195	190 horsepower of golden glory.
1629515	1632076	It is golden glory, and it's golden glory everywhere.
1632456	1633096	Oh, it is, yes.
1633136	1635917	Whoever re-sprayed this did a magnificent job.
1636457	1639721	You didn't just spray the body, even the aerial there.
1640081	1643685	I have covered this car, but it is still magnificent.
1643765	1646709	It's the only time we've had a back-up car that we'd like to be in.
1646729	1647370	We all might.
1647430	1648851	My grandfather had one of these.
1648891	1649953	Yeah, my dad had one too.
1650133	1657101	There was one of them in one drive on the suburban street in Birmingham where I grew up, and we would go silent as we walked past it out of respect.
1657621	1668495	And the really good thing is, from your point of view, the engine from this, as we know, because almost every stag owner in the world has already done it, fits perfectly into your car.
1668736	1672260	Can I suggest a modification that you and I, Jeremy, make to this car?
1672441	1673963	A little padlock on the bonnet.
1675529	1678651	We'll have the key when you need the engine, which you will, ask.
1678671	1681753	Or we could find the man who did this bit of welding... That's beautiful.
1681873	1682874	Oh, that's good, isn't it?
1682994	1684195	...and weld the bonnet shut.
1684215	1685456	Actually, that's probably the factory.
1686236	1688978	It probably came out of Longbridge.
1688998	1690859	I think we've got a finished set now.
1690879	1691579	That's lovely.
1691600	1692140	You can't see it.
1692180	1692440	Look.
1692560	1692780	Gone.
1695262	1703147	With golden glory taking up the rear, we set off west once more in our quest to get over the mountains.
1716946	1717446	Hey, look at this.
1717466	1722589	These are road repair people, but they're having an impromptu sort of dance club thing.
1724190	1728693	I wish road workers back at home did that, but I suppose they'd have to be there to start with, wouldn't they?
1739366	1748651	Having done a bit of paddling, we started to climb, and the incredible Zimbabwean landscape changed once again.
1748671	1751973	Look at those meadows.
1751993	1754134	You'd expect to see cows with bells on them.
1755035	1758717	And Julie Andrews giving it doe a deer and all the rest of it.
1759917	1764220	So we've done tea plantation, and now we're in Austria.
1769949	1771870	Then it changed again.
1773351	1777014	Well, hold on a minute.
1777034	1784399	To my right, the most spectacular valley I've ever seen in my life.
1784419	1787321	To my left, Ireland.
1787361	1794727	I know what happened.
1796334	1800516	God had done all the other countries in the world, and he got to the end of the alphabet.
1800536	1807620	He got to Z, got to Zimbabwe, and he thought, right, this is going to be my best work.
1808080	1810322	This is going to be my greatest hit.
1811322	1815464	You've got the all-star tiny dancer, Benny and the Jets.
1816685	1817526	It's stunning.
1819267	1821748	And it just changes all the time.
1825849	1833655	Sadly, in my low-slung Capri, I couldn't look at the view because I was too busy looking at the road surface.
1833675	1845084	They didn't drive Capris this way in the professionals, as I recall.
1845845	1847306	It was all a bit more lively.
1852310	1852870	I enjoy this.
1852890	1853391	It's fun.
1853431	1855512	You know, that's what I want to do.
1855852	1859014	Oh, my God, look at that one.
1860695	1867219	I was suffering none of Hammond's problems because my little Lancia had been a sensible choice.
1869821	1877446	This really is the ideal car for rough-road African exploration because the engine is behind me.
1878433	1879994	So there's no prop shaft.
1880554	1881535	There are no exhausts.
1881635	1885196	There's nothing to snack on the road surface.
1887317	1895581	I could therefore push on at a respectable leg... until something did snack on the road surface.
1913803	1914684	What is that?
1918568	1919669	These are bits of lancia.
1920590	1921911	Oh, joy!
1927296	1927757	Thank you.
1927977	1928337	Thank you.
1928397	1929078	I needed that.
1929719	1930519	I do need that.
1931580	1931961	Thank you.
1933875	1933995	Oh.
1935136	1936276	Do you not want it to go down the front?
1936296	1937877	There's nothing to see at the front of my car.
1937897	1939538	Because there's no front of your car!
1939818	1944240	But this is all I need, with a bit of super glue, because we're tenting tonight.
1944440	1947822	Nothing to do when you're tenting other than glue your car back together again.
1951103	1952564	We continued onwards.
1955982	1958505	Wow, that was a thumb-breaker.
1959125	1963089	And then, once again, we stopped continuing onwards.
1964390	1966793	Oh, no.
1969936	1971437	I think my exhaust has come off again.
1973639	1975121	Having a spot of bother, sir.
1978536	1980578	That is an extended exhaust system.
1981079	1981479	That's weird.
1981519	1981980	Very low.
1982020	1984222	I think you'll catch that on the ground if you're not careful.
1985103	1988326	Why can't you just drive up the road like the rest of us are?
1988506	1989888	I can't drive with it like that.
1990428	1991449	I need to remove it.
1991990	1993171	Have you played your Capri music?
1993191	1993952	Will that cheer you up?
1994312	1996595	Mark Warnford, Capri!
1996675	2000278	It's got everything I need except the exhaust pipe.
2001952	2004756	I need, I'm going to say, an 11-mil spanner.
2005256	2006137	Ooh, now, hang on.
2006458	2009561	I've got some antibiotics for something I don't have anymore.
2009601	2010923	I don't think... I've got this, Hammond.
2011844	2013646	Bernie Taupin's autobiography.
2013827	2014848	I've heard that's really good.
2015048	2015469	Very good.
2015529	2016109	I'm reading it.
2016129	2017311	Would that help you?
2017351	2019033	No, I don't think it would actually help, no.
2019313	2020555	I'm going to say 11 again, 11-mil spanner.
2025899	2030180	What's particularly irritating is this car was in brilliant condition when I bought it.
2030400	2031701	I mean, genuinely.
2032001	2032901	So was that Rimac.
2035322	2035962	Low blow.
2035982	2040323	That was a bit harsh, but I can't deny it's true.
2040683	2042284	It was, yeah, until then.
2045085	2050086	Eager to reach the top of the mountain before nightfall, we left our colleague behind.
2050106	2055368	Honestly, if Richard Hammond was a block of flats, he'd be condemned.
2062751	2069634	Further ahead, the climb was starting to get so tough, you'd think twice about taking a Land Rover up it.
2070355	2073456	Leave alone a brittle Italian sports car.
2074637	2076638	Oh, God, bloody stone there.
2077879	2079359	We started at 6,000 feet.
2079399	2085562	We must be pushing 7,000, 8,000 now.
2085622	2087463	I can't even get it into second.
2088264	2089144	It's so steep.
2090445	2090525	Oh!
2092110	2104835	I mean, the fact of the matter is, if you drive relentlessly uphill in first gear at the beginning of the African summer, a car is likely to overheat, and it is, though.
2117365	2119446	Right, I fixed it.
2119926	2123308	Well, when I say fixed, quite a lot of it, oh, oh, I'm sorry.
2128831	2130392	We're back on the road now, Essex.
2131292	2132033	Let's go.
2134274	2134454	Ooh.
2137115	2138316	Get into camp this evening.
2139217	2141298	We can have a nice old session, put me a ride.
2145014	2154561	Whilst Hammond was missing another sunset, James and I reached the summit of the mountain and decided, yet again, that we'd had enough for the day.
2154581	2156643	Cheers.
2157063	2157403	Cheers.
2157423	2160546	That's nice.
2161787	2168292	And after enjoying a refreshing golden hour beer, I set about reassembling the Lancia's face.
2175902	2178523	This is like watching a dog try to learn a card trick.
2180264	2183225	Little bit of glue and this is literally as good as new.
2185086	2190648	By the time Hammond reached our campsite, it was completely dark.
2190668	2197791	This is the most woeful arrival.
2205665	2206105	22 years.
2206126	2208008	You'd think we'd know how to do it, but no.
2208989	2209650	Here he comes.
2211071	2212553	With one and a half headlamps.
2213013	2213935	Essex is here!
2213955	2218420	Hammond, however, wasn't the only one having problems.
2219341	2220862	Were you having a nice moment?
2221550	2223350	Well, I'm not having a very nice moment.
2223430	2225231	No, he's glued his finger to the table.
2225251	2227571	I've glued myself to the table with super glue.
2228531	2231292	How do you drive a Lancia Monte Carlo when you've got a table glued to your finger?
2231332	2232012	Are you going to glue it?
2232232	2232952	Oh, I see.
2233292	2236533	You could slide a razor blade between your finger and the table.
2236553	2237373	It's a bit risky.
2237633	2237913	Can you?
2238233	2239693	Yeah, but very carefully.
2239713	2241074	Would you like me to do it for you?
2241194	2243154	James, he's glued the tip of his finger.
2243314	2244554	No, the fingerprint.
2244674	2245054	The pad.
2245234	2247635	So you only need to... If you cut it at the first joint,
2248717	2249057	Thank you.
2249197	2249457	Hammond?
2250037	2250997	Have I misunderstood?
2251158	2252958	Then we could graft a biro onto it.
2253758	2254778	Then he'd always have a pen.
2254958	2257679	A bottle opener.
2257779	2260700	I'm not listening to you.
2261020	2262280	I'm not listening.
2262480	2264080	Replace it with a corkscrew.
2264180	2265200	Opener-o-knuckle.
2265320	2267521	Oh, brilliant.
2267601	2271502	It's the first time I've ever glued anything to anything.
2271542	2272142	Successfully.
2272722	2273422	I'll get this off.
2273923	2274983	Can we just cut, please?
2275584	2276204	Yeah, I can cut.
2277104	2277224	Ooh!
2277585	2278245	I'm interested.
2278265	2279085	Give me that.
2279566	2280846	It's Mark Sandman's new knife.
2280906	2283327	He's very, very proud of it.
2283347	2284388	Yes, I'm not interested in it.
2284408	2285629	It's incredibly sharp.
2285649	2285889	Good.
2286669	2287590	How sharp is... Ooh!
2287710	2289150	Ooh, yes, it's... Ooh, it is.
2289170	2290351	Ooh, it is.
2290951	2291692	Aha!
2291732	2292492	This is working.
2293433	2296074	Do we look like one of those Dutch paintings with businessmen in big hats?
2298248	2298948	It's working.
2299288	2300008	It's working.
2300589	2301529	This is in the trailer.
2301849	2303169	This is definitely in the trailer.
2303249	2304009	Look at that!
2304029	2305109	Yes, there you go.
2305129	2307610	A grown man unglued his fingers.
2307630	2310191	Mark, I've glued your knife to the table.
2322313	2326174	The next morning, after a terrible and cold night under canvas,
2327168	2329950	I proudly showed off my workmanship.
2330991	2333112	Look how well I've done the job I've done.
2334593	2336814	I thought you'd got a new part from a shop.
2337275	2338195	Where is the repair?
2338796	2341638	The brackets that hold it on are brokered.
2342858	2349723	So I need to find some place where I can buy basically new brackets and bolts and things to get it fastened back on again.
2362458	2366160	I feel I ought to apologise, really, viewers, for having a slightly boring car.
2366661	2372204	The others spend their evenings putting exhaust pipes back on, making a jigsaw puzzle out of the front bumper.
2372244	2374105	All I can really do is give mine a bit of a clean.
2377027	2380049	Still, at least we were now going downhill.
2382791	2385853	And soon, things got even better.
2388134	2388735	Oh, yes.
2389875	2390496	Look at this.
2391676	2392236	Look at it.
2393797	2395657	Oh, there is a God.
2398198	2399858	And God has provided tarmac.
2404340	2408541	It's good because now we're on a road, we can actually look at... Why did my windscreen wipers go on then?
2411722	2418024	What this meant is we'd crossed the Irish Alps and entered actual Africa.
2423220	2425841	It's completely changed again, the terrain.
2426841	2427502	Look at that.
2428702	2429922	Jeez, it's wet.
2429982	2430603	It's pretty.
2433704	2435344	We're on a Star Trek set now.
2435384	2437625	Oh, look at that occasion with the red flowers.
2441146	2443687	And then we saw something even better.
2445088	2445648	Ooh!
2447309	2448529	I love a scrapyard.
2452315	2455677	We pulled in to see if they had the spare parts we needed.
2456578	2459780	But soon we were distracted by all the treasures.
2461562	2464604	This is a very good test of our motoring knowledge.
2465885	2467286	Is that a Cresta behind that?
2467566	2468167	I think it is.
2468227	2469928	A Cresta shooting brake.
2470048	2470889	Shooting brake?
2471169	2472610	As my mother always used to call them.
2475396	2477057	In what special did you drive one of these?
2477718	2478018	Bolivia.
2478038	2478218	Yeah!
2478679	2480980	He's remembered something.
2481521	2484323	That genuinely is worth restoring.
2484743	2485484	It's gorgeous.
2485504	2486124	Hey, look at this one.
2486545	2487606	That's an Austin Cambridge.
2487666	2489567	It is indeed an Austin Cambridge.
